i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,148502,949351,13128,4600289,39967524,373493
2,68041,912495,8411,4523216,10427573,344940
3,67996,889403,8939,4422751,10112739,337835
4,67308,895519,8026,4966946,10076411,344993
5,68877,876347,8556,4373132,9863693,334737
6,67133,871971,6692,4379710,9826836,341276
7,67379,865741,6968,4353288,9758991,334175
8,87481,858279,6912,4375772,9826779,334550
9,68196,876376,6929,4342365,9643685,327195
10,69195,854916,6623,4338903,9630777,328380
11,68155,856641,6505,4346685,9626195,333271
12,67960,1823991,6975,4422647,8626847,324113
13,67497,1850511,7399,4315032,8600195,325103
14,66422,883197,6103,4333649,8642284,349635
15,112691,847484,6532,5200390,8643377,338988
16,100160,852246,6422,5264525,8595524,331221
17,100044,851127,6873,5269351,8667507,330445
18,101351,854315,7691,5229503,8609959,339103
19,101186,853744,6996,5233663,8572228,336305
20,101707,856145,6614,5328431,8590709,323979
21,68805,848991,7002,4342904,9505699,326407
22,67053,856531,7191,4330480,9425127,325992
23,67353,841331,7115,4347616,9457093,324322
24,67491,853595,8016,4352642,9414824,326681
25,67312,856688,7944,4383755,9449914,330998
26,66948,858355,7631,4328069,9362658,332799
27,68218,846926,6615,4323083,9385835,332870
28,67931,836394,6620,4331978,9405237,331503
29,68075,846578,6738,4328263,9430418,332666
30,68114,836601,7626,4317966,9364174,331097
31,68208,839503,7477,4329745,9430387,330330
32,67934,844836,7344,4324182,9389173,324261
33,68194,850448,7372,4337210,9413041,325103
34,68374,860805,7931,4405477,9421106,328685
35,72010,852102,6897,4316043,9422789,326877
36,68151,851763,6381,4316863,9560382,324661
37,71645,849583,6850,4344546,9406622,326083
38,68524,849091,6377,4322175,9424366,327065
39,68607,843105,6066,4334678,9432117,331268
