i,sstep,lambdastep,gammastep,wstep,loss
1,502929164,195642915,5821351309,162113681,618769
2,800383592,6230208414,6371484666,175747472,626422
3,798045366,3618829692,6847166878,155461228,682084
4,775934848,3491174974,6396364597,153529783,613432
5,792601132,3236530328,6875516834,151528631,618756
6,779363836,3135506889,6411429222,141704054,591497
7,761858970,3441199620,6409255272,160664659,632884
8,771630680,3810927768,6781185847,147662356,630966
9,883695440,3137200055,6446736185,139402656,632454
10,793098257,4077516334,6378324565,155510305,850619
11,874507662,3445983889,6396927937,163066119,631238
