i,sstep,lambdastep,gammastep,wstep,loss
1,842720992,227900919,16258089335,287006511,929039
2,4030497325,10950814774,17699227545,282203904,938893
3,4220844590,7730578735,17970822918,271004927,926057
4,4181919458,7314141309,17987194403,270255828,917835
5,4012172276,2181509030,16629089443,287731479,908852
6,4133019991,2393566977,16571833531,295309259,1406593
7,4036223716,2198574378,16621002092,286908589,1447569
8,4334145421,2192553703,16637458544,276028975,964850
9,4045316693,2195769166,16600018528,276484195,936778
10,3978583413,2189927808,16591244844,274733662,943225
11,3979642194,2202726465,16638998186,281660792,946034
