i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,218480,7651019,37978,43816542,18073263,708953
2,2302583,3421338,33879,20700428,22514840,805465
3,473689,3542021,36188,24621486,21913234,784366
4,477493,5046877,36045,23877708,18104857,699022
5,209073,3443113,34164,20173045,22168262,748658
6,259067,3520242,39430,21336105,21713676,672573
7,259778,6599237,38825,24449988,18057423,804357
8,208950,3489106,35180,19589584,22079915,697653
9,268950,3556830,35820,23608461,21652562,683119
10,260618,5015912,35886,23129416,18032874,690114
11,210585,3483213,32972,20269372,22083976,746992
12,263836,3504766,36380,21133651,21623504,685391
13,273112,6544498,37847,24126272,18033485,683944
14,209926,3511117,35322,19585387,22032330,697342
15,267704,3571987,35767,23381146,21722230,795447
