i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,119851,1847422,17377,9479300,34950177,537191
2,471896,1780822,13865,9516003,14859366,529051
3,236880,1765703,12344,10249042,14101390,515106
4,115062,1766349,12358,9344126,14371029,514525
5,115903,3403719,12281,8972723,12115575,480072
6,116088,1766413,11814,9462134,12122573,2627143
7,120978,1750001,15825,8973488,12194783,463328
8,162763,1765281,12071,10825201,12183146,476930
9,162084,1741161,12260,11056905,12195495,492645
10,160644,1754922,12164,10485791,12072380,491176
11,162021,1756077,12052,11324474,12112427,490401
12,116323,1725804,13001,8926073,13550080,476365
13,116441,1716050,12082,9248988,14060754,479671
14,117073,1736104,12489,9105303,13486348,478050
15,116930,1718997,12681,9227134,14143968,467363
16,121047,1732481,12507,8911602,13462194,469059
17,117019,1742288,12457,9230070,13998343,481062
18,116278,1731729,12276,8902729,13461159,479130
19,117655,3664919,13657,9198071,12047942,463707
20,116421,3284449,12194,8879400,12045596,469713
21,121850,1757460,11755,9206518,12091219,489089
22,165308,1762591,12095,10916545,12087110,482747
23,162933,1740309,11670,10562288,12110800,484848
24,164095,1758666,12172,11297475,12121765,492542
25,162079,1751020,11872,10417254,12080790,497326
26,122482,1739876,11955,9251722,14199607,483586
27,116591,1735512,12301,8949410,13485600,483343
28,121060,1774411,12560,9225516,14470792,487016
29,119197,1739715,11867,8910282,13439932,475237
30,117217,1743383,12473,9198426,13970730,490099
31,128845,1734255,12816,8980510,13479480,481659
32,118236,1740432,12669,9222520,13994280,471769
33,115861,1737684,12716,9045013,13459009,477284
