i,sstep,lambdastep,gammastep,wstep,loss
1,591221936,207515675,9460873765,212588162,815136
2,2302841617,9110065774,9777217330,229640812,929491
3,2342585961,6958730211,9804921536,245921541,905903
4,1952439954,6282392913,10467476976,212582366,874947
5,2082463503,5418507966,10411022699,221328723,826144
6,2045930171,3997786817,9649349368,231245361,901132
7,2517863091,4444328195,9617723818,240887327,844631
8,1989432687,4099915384,10198226314,234221348,895589
9,2200815554,4060968060,9656156638,243574849,903211
10,2105590271,4122657161,10190764378,227959361,886558
11,2411862609,4068724231,9649866508,215324716,913004
