i,sstep,lambdastep,gammastep,wstep,loss
1,545852701,201612838,7931414382,180559246,667185
2,1643393474,4262305693,9621134142,192955150,794992
3,1765524156,6423967911,9031377309,195261497,751290
4,1601145103,5042869920,8837375474,187699164,775342
5,1702450015,5255053714,8263002594,188815695,695504
6,1651531925,4403380218,9540971313,182534909,722335
7,1781949814,6925465597,9049979562,179761401,723801
8,1733845904,5392824442,8854316894,177111364,751038
9,1662500193,5179767495,8247062125,199829677,696488
10,1630296684,4597373071,9560433576,178285206,604497
11,1653515046,5533926781,9004578814,193792241,1271757
12,1652341345,5388447000,8905976399,178420196,641842
