i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,67903,871299,12727,4515397,23100070,355725
2,132790,823655,8236,4284349,11652291,340664
3,70015,784991,8721,4153215,11321436,340424
4,65587,921453,8208,4125128,10056156,335454
5,140925,791628,8331,5240794,9901061,336506
6,123214,788413,8239,5294759,9876215,325604
7,63005,778156,7734,4240534,11028886,325976
8,63522,771703,7878,4106849,10758494,317057
9,63300,782808,8184,4059812,10737519,313790
10,63618,774877,8346,4056230,10727145,314011
11,64016,776972,7793,4052387,10652178,313437
12,67398,786479,7901,4077753,10712238,311047
13,67618,770399,7850,4030789,10655160,315817
14,64743,782727,8179,4029468,10645520,315047
15,63614,873891,7764,4026680,9734120,332498
16,138104,808609,12334,4950513,9746255,315370
17,121349,814798,8708,5294046,9812415,310287
18,63674,806807,7926,4054015,10807351,309494
19,63696,809163,8050,3991636,10680111,307959
20,62772,807585,8101,3998295,10650796,307212
21,63617,798920,8190,3995021,10594626,308826
22,63914,811325,8183,4000050,10639611,306073
23,64866,793168,7960,3975000,10614003,318404
