i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,145052,995388,12333,6763631,31926874,395663
2,281792,919008,9388,4772806,11125803,356320
3,70130,912662,12166,4690738,10916122,340725
4,76294,891622,8240,4674709,10739374,351117
5,71124,894559,8084,4641813,10649138,335925
6,70458,890942,8433,4871977,10594167,333310
7,70540,893499,7858,4664087,10569874,339737
8,76340,879435,8101,4641895,10491876,327755
9,71595,869352,7816,4633606,10520263,333585
10,71310,880443,7712,4562270,10564317,325328
11,71917,1893859,9099,4549643,9520728,330644
12,69724,907048,8231,4535172,9568570,332541
