i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,132889,2147074,16175,13705490,15994854,507855
2,728278,2095365,13614,11831551,14377121,470198
3,128848,2074857,13731,10198317,14402901,477316
4,185968,2064884,13748,10552180,13985941,448164
5,182778,2632657,13953,12081139,12860841,461480
6,130025,2069457,13798,10202045,14491493,466251
7,183757,2084065,13883,10762605,13867031,464955
8,129404,2058807,14574,9956940,14202888,486036
9,184233,2056319,14015,10527175,13834629,459801
10,178797,2647412,14310,11867294,12811160,463625
11,129905,2048620,13926,10241217,14451109,463929
12,184494,2069612,14931,10855938,13706041,468485
13,130895,2057080,14078,9956909,14168241,480717
14,180910,2054304,13924,10576230,13836874,456172
15,178969,2630695,14156,11906382,12836908,463900
16,130578,2062086,13887,10215603,14444945,462347
17,183837,2064510,15446,10802304,13746538,464911
18,129873,2065502,15332,9934338,14176001,491731
19,182583,2048390,14348,10560250,14354848,453255
20,176523,2624412,14623,11943604,12805273,456834
21,129602,2032283,13586,10268060,14903155,461532
22,184567,2052303,14424,10834937,13680796,464127
23,129554,2084832,14473,9940888,14228476,489345
24,182687,2063873,13200,10572346,13808332,456822
25,178797,2614056,14906,11966241,12833276,469695
26,128622,2029519,13822,10226925,14431549,467717
27,183825,2052142,13961,10849611,13621665,470609
28,130714,2051838,14544,9958220,14155260,470714
29,181819,2047283,13537,10585025,13708276,463119
30,177170,2595960,14431,12011456,12936571,485232
