i,sstep,lambdastep,gammastep,wstep,loss
1,689238047,213784822,11239362647,228326797,723798
2,2977489516,12090543347,11787608501,722453521,805406
3,3053294065,15385374646,12230946586,239109241,794090
4,2960446458,6772691227,11931856280,238352271,778239
5,2963564540,10874550414,12272941149,230532777,800364
6,3052617069,1804919445,11728212561,230336844,811699
7,2985529270,1662079355,11735024434,231765088,772039
8,3055193901,1658217258,11713034057,230768025,767882
9,3098371953,1664774184,11715618920,228945496,832821
10,3038469892,1820019440,11715618884,240458084,782378
11,3001580836,1674170779,11722104278,232494103,826690
12,3068848512,1655880032,11715541101,229155192,795708
13,3064373232,1667966542,11639082342,240600850,779693
14,3233129239,1662235032,11655465356,245877565,790087
15,2961323449,1668159315,11703138723,233766693,771525
