i,sstep,lambdastep,gammastep,wstep,loss
1,688580586,216262048,9934614700,227166853,827969
2,2550593397,5167389341,11036554534,216244268,827533
3,2733454270,5333652022,11283043943,214514319,894655
4,2323770537,5301597283,11298683809,206160168,839142
5,2416570099,7393646364,11379652192,210841760,860031
6,2451357037,12300240705,11376536243,207807810,815086
7,2322233843,12448315952,11386136505,217061650,843274
8,2192239710,11723897399,11336352152,218789170,1491430
9,2213852516,8390086161,11255105448,222178792,1367359
10,2176692546,8905492543,11266775271,207896778,874639
11,2601146807,11936586544,11250203017,223118781,1377252
12,2683314000,6852153012,11296330170,223420244,832234
13,2245225458,8251702672,11059232571,221587132,819952
14,2950120192,12204482616,11321701717,210040844,836139
15,2217855382,6957908727,11359063033,227028873,854823
