i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1675277,5999115,64092,45200485,27237633,865406
2,11095618,4932749,57560,29518372,28567285,892345
3,362710,5699906,58002,29880276,27438915,837727
4,338054,4938979,55583,29176662,26406471,822490
5,373238,5845069,58577,28648940,26913997,839056
6,330556,5054090,56836,27419682,28133411,848803
7,374277,5939428,61635,28367301,27250967,808671
8,325781,5289876,45253,27713229,27215388,841380
9,377180,5936074,62938,28957857,26752270,811752
10,308856,5647734,59314,27301029,27623191,831914
11,360301,4970405,57721,29079437,26589428,1507773
12,304735,5797469,58772,27801111,27716674,849405
13,349420,4924642,56684,29222992,26500880,807202
14,358790,5716927,46331,28177577,27395709,835015
