i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1422976,4032082,37212,23998225,20966738,774247
2,2996422,4655880,35536,21637300,20863395,793728
3,464227,3832293,34740,20819761,20223742,734832
4,293221,4498546,36768,20317582,21641700,745214
5,260617,3846321,34180,24201655,20552473,733818
6,281226,3869826,35097,22474014,19969921,708957
7,281984,4489729,34677,20516400,21338840,778821
8,250054,3825746,34405,21365315,20286351,779463
9,283141,4395461,35276,22634664,21067011,714739
10,268810,3850906,34633,23260872,21218107,777335
11,283875,3877770,33942,24759117,20033462,667379
12,279682,4580569,35133,23561667,20831419,734322
13,254951,3840148,34067,23092181,20499491,767173
14,280545,4317596,34885,22687507,21789502,779640
15,268310,3879009,33754,23766185,20623523,1322830
16,226539,3901513,33956,23851191,20085272,680632
17,306137,4582666,36532,23254205,25780128,755586
18,257632,3846730,33947,24131571,20464987,769851
19,298096,3872995,36007,24902557,19846975,774138
20,281238,4527886,34262,23098404,21337116,768248
