i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,994769,3382259,39091,26694408,72197736,678267
2,2684980,3286330,33584,16574074,22658888,649555
3,386628,3255382,34248,16417789,20363661,660065
4,190073,6324839,34165,16461851,17180375,640587
5,190503,3170284,43417,16035944,17259411,668030
6,391672,3235005,32611,18831199,17243022,655904
7,348917,3217604,33883,19364109,17412780,658094
8,350435,3247260,41825,19627640,17289460,676631
9,347487,3239970,33783,19468615,17221238,656395
10,190649,3230707,35663,16014066,19962926,653705
