i,sstep,lambdastep,gammastep,wstep,loss
1,271831706,174135566,3062359545,108755815,372121
2,211635756,615916803,3177961068,163435869,377800
3,270004833,390445331,3159401432,148290080,378510
4,204190582,334757501,3082693234,139663581,386485
5,439649204,468198899,3448945593,130719316,385329
6,185183759,313615412,3098441197,117715135,370930
7,213479754,461335615,3527838809,106714721,383613
8,200772935,284945977,3030348014,154850027,374323
9,201287056,453071140,3330400914,127585730,370905
10,200899350,294095340,3074825114,112379580,385270
11,286565189,426367068,3312779213,160443904,373584
12,203700001,309815788,3049539831,134756773,385941
13,208778378,436234761,3333221718,118206008,393490
14,177380412,299799120,3018102811,164729958,380684
15,228814292,447084220,3397460064,149126796,375391
