i,sstep,lambdastep,gammastep,wstep,loss
1,742535706,224151604,14474574086,278253959,996566
2,3844922510,1293608462206,16237769617,990677212,932037
3,3919678012,16719535969,15251070219,267513962,932792
4,4045108415,5032554676,16217854773,282976299,1467533
5,3841408265,2219454280,15176548414,269593517,926492
6,3817358533,2636282497,15963229384,292539843,950065
7,3174568710,2407568465,27254527516,1758477865,943839
8,3989607194,1379433882624,15320480564,603894125,908246
9,3928463338,15326950376,5880104043239,1333391143,932105
10,3834632153,1731318309,15347978700,1416802411,946249
