i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,927739,3805252,40326,46882761,21703425,824532
2,2092854,3802358,36032,20947759,21229891,744585
3,290898,4491989,36805,22681863,21332676,743468
4,487137,3724970,34766,21570920,19735155,730539
5,281316,3740257,34910,21156729,20037808,690903
6,286080,3809399,35461,19845272,20279910,768816
7,281852,4426594,35579,19777007,21271947,739133
8,254873,3738240,33634,21087469,19529629,762425
9,280289,3871269,34828,20390306,20622698,747123
10,280550,3807143,35972,19933863,20971453,697748
11,283893,4488301,34674,19675354,21268182,779149
12,256916,3796405,34275,21303134,19488364,701077
13,283615,3769006,35182,21038006,19940115,754376
14,287299,3812749,35108,20605174,20214147,731001
15,284467,4531189,35531,19646781,21256260,749622
16,245590,4341860,33614,21527413,18851560,694967
17,273016,3779609,33912,20335988,20535719,694293
