i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,81993,1228387,13359,5962831,11542499,404444
2,250515,1152331,10310,5944524,11262796,360288
3,115381,1137270,9363,6179951,10342844,344502
4,80333,1125141,9252,6146284,10353204,343661
5,82267,1129188,10812,6146856,10408798,347956
6,115531,1128906,9388,6098326,10189708,339588
7,79792,1109857,9014,5410347,10297242,353661
8,78679,1122701,9371,5420065,10395211,347483
9,115946,1121128,9698,5895261,10202872,340350
10,82748,1134050,9378,5414210,10300287,346433
11,80154,1131450,10029,5429484,10419269,348778
12,116064,1117753,9140,5886336,10200588,350205
13,78448,1129317,9372,5412207,10258398,343746
14,80313,1131798,10835,5397010,10389564,343185
15,115701,1125403,9013,5865909,10173389,342822
16,79522,1115415,9348,5436766,10395644,354276
17,79943,1119976,10492,5411319,10511450,345397
18,115673,1114515,8956,5902948,10169815,350945
19,79796,1115306,9170,5429832,10267758,341988
20,78939,1121097,10946,5447219,10349839,794166
21,79439,1114493,9570,5446021,10198248,345009
22,77792,1121395,10182,5459244,10292494,355651
23,78852,1584343,9236,5420880,10379501,359162
24,79270,1121657,9867,5401585,10163045,354614
25,79038,1119338,9958,5428435,10263180,345843
26,78999,1574546,10441,5427466,10453637,351379
27,77889,1101842,10972,5431730,10156534,346072
28,81138,1113126,9186,5443961,10261165,360237
29,78503,1578088,10074,5422265,10559390,365380
30,77825,1105613,9700,5423949,10190786,348761
31,78352,1101992,10495,5461515,10278968,354501
32,115052,1572857,10806,6277598,9489803,357979
33,78158,1095201,10076,5430693,10175442,353317
34,77737,1097305,9093,5423528,10295078,356881
35,115090,1534376,9721,6248375,9493938,365563
36,78983,1080148,9450,5427016,10219130,355677
37,82668,1088741,9085,5430096,10309950,352131
