i,sstep,lambdastep,gammastep,wstep,loss
1,285707459,171993992,3534158396,132593764,370348
2,219237347,818260667,3971548544,112786932,383554
3,220664735,712997012,3989143069,106164532,368409
4,380156493,667381628,3839420697,130975598,386384
5,257634476,708969104,3807443193,141274889,374642
6,222927259,655288643,3742400587,120249078,394895
7,254513810,669194046,3820441815,148721764,371205
8,323142061,674772817,3697912331,120287781,381318
9,320896999,648812588,3699342687,144964221,368158
10,227710262,671368137,3867046455,120847179,373637
11,219163111,706400188,3870088178,139164113,373948
12,231095590,655984795,3733434998,138707449,379452
13,369951381,703825178,3723760696,111353843,370137
14,426566401,659144216,3868192733,135824528,371686
15,308795664,659800842,3888221386,130783308,370626
