i,sstep,lambdastep,gammastep,wstep,loss
1,372072975,184400593,4837789058,135921464,470401
2,357071095,1848619344,5139377281,132914528,489586
3,367221818,2169569860,5075334358,168613613,543370
4,290993293,1559794974,5095115423,150031311,523741
5,342125614,859936059,4825771719,196099606,544493
6,519413753,685204773,4822977750,163553180,543418
7,422168513,649846099,4833244882,162080786,543627
8,425076358,650267543,4825851916,164942560,550372
9,460358612,649622062,4830205343,163909665,536656
10,453559584,683887466,4858904068,197451938,555405
11,306770882,648031412,4911554907,177508878,545994
12,406289072,678712288,4922433925,192713807,535779
