i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1913644,6402483,59464,84826059,28792845,816783
2,1972230,4940203,43542,26788047,24602455,791564
3,392060,4928130,42235,25894661,25385745,793808
4,706226,6008732,60851,25424757,26772084,786337
5,320903,4896784,43683,26484879,24593000,775035
6,391890,4979968,43788,26152514,25037129,777281
7,419711,6005130,44773,25492212,26032833,790114
8,331914,4908265,42605,26328375,24600439,782194
9,391887,4930093,42282,25596886,25576627,768047
10,414442,5949621,55998,25248529,26030747,793922
11,339878,4965690,43024,26342368,24743944,786334
12,398595,4898312,44148,26000945,25055504,784613
13,412822,5960077,44658,25178055,26021307,785700
14,338797,4895574,46720,26401140,24701052,783511
15,391783,4935888,42938,25573715,25491643,787235
16,410723,5895086,44556,25197770,25973427,780631
17,344707,4889711,42537,26455815,24903229,775906
