i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1495198,5063964,63098,80720924,29578483,756834
2,3137219,4957633,41879,25163436,25669062,738795
3,1238834,4932744,43177,25301019,24880769,751750
4,438933,4920814,41241,25334158,24615658,731627
5,431262,4896656,41190,25504563,24540346,735921
6,427407,6164760,41688,28647720,23012209,723557
7,390180,6046445,40555,25731086,23073605,738355
8,360957,5986640,40003,28483259,23098905,717612
9,270706,4873164,40092,26369586,27139559,749882
10,437576,4914806,41504,24754486,25962935,742477
11,445339,4881937,41591,24393064,25496510,714872
12,431874,4882945,41161,24483120,25249844,717053
13,427710,4870476,42044,24630034,25107601,702109
14,426268,4885462,40405,24892620,25472939,714101
15,428309,6601157,42723,25107496,23050862,737161
16,394693,6094220,41301,25684022,23047678,730442
17,361127,5953949,40931,27270479,23262390,730078
18,271775,4885263,39822,26424083,27200937,759803
19,438627,4855115,40022,25428173,26171263,731694
20,428327,4862146,39923,24442699,25550044,731081
21,436078,4891294,42588,24584265,26002561,712721
22,418773,4880506,40674,25487819,24767569,745275
23,424810,4884321,39984,25389432,24468843,747659
24,422277,6037575,41016,25457181,23070818,730148
