i,sstep,lambdastep,gammastep,wstep,loss
1,360403734,184747381,4290481675,138904268,512702
2,288587916,2303833930,9111403949,882665479,504512
3,401300640,2520644741,4826273696,166388645,533128
4,343632536,1717917787,4523593785,138068748,486088
5,285355029,465928955,4469675306,142636562,520349
6,377906689,500675379,4462570478,140168314,519454
7,563049462,534663509,4463594082,141338493,535870
8,326421933,499950653,4463483984,139710772,539124
9,391806795,535722897,4451679532,137516956,523268
10,338183633,531645067,4829845412,143748709,516891
