i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1186439,3515040,41997,67088417,19145723,679103
2,804305,3428513,37896,17198113,19644230,681635
3,295841,3414901,35267,17802310,18427119,644678
4,288206,4446870,38425,19037113,16714409,659794
5,204223,3436080,33906,17049282,19273427,654088
6,286785,3617267,35339,17901185,19128809,630778
7,283886,4998516,34828,18351402,16679117,651200
8,199474,3452532,34231,16936326,19303895,663502
9,286503,3400807,35720,17709028,18274077,612714
10,292354,4412532,35981,19576532,16737475,629854
11,199838,3432392,34109,17007110,19829908,654101
