i,sstep,lambdastep,gammastep,wstep,loss
1,451779150,192591821,5429641598,192866284,619869
2,601731522,2431016317,5961668177,163135353,628332
3,631053821,1877802678,5534621289,213531847,637011
4,695385836,3119641810,5390426271,188629666,653642
5,558304733,734767876,5327455071,234471754,627981
6,557562811,694436067,5373671577,219850117,624459
7,642135008,679674318,5383951961,179859703,623147
8,546239884,688115639,5370163906,239020314,641537
9,460253693,734918587,5420889174,214561798,632398
10,560598611,689331267,5374541320,253856507,643846
11,632290222,728216393,5409096460,211673097,642199
