i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,981120,5375448,67670,85791921,33634839,873460
2,3348453,5262066,59436,27996377,27875923,870903
3,688469,6785327,57006,29207022,25258830,836532
4,295187,5213816,45802,32894534,30740855,849386
5,389406,5308691,44456,28017911,28717105,896891
6,384885,7012407,49813,29175448,25853194,909533
7,362354,5311807,58562,37621769,26644723,841984
8,398643,5234829,45655,28880167,29276269,861323
9,377663,5222810,53307,27509762,27394956,815446
10,367568,5217450,55231,30205660,25277986,2024827
11,296691,5262676,44765,32659835,30651862,858481
12,393953,5232745,44845,28029173,27577197,860385
13,379155,6876918,57553,28261128,25631282,846256
14,300239,5228163,45595,32894722,31801110,862427
15,409931,5337417,45097,27723930,28696916,862090
16,390180,7273044,55833,27523587,25253449,848676
