i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,63520,726629,11040,3659592,14311244,328782
2,205948,703279,18032,4483405,9514625,310021
3,61174,699540,8251,3543552,9721398,308963
4,80234,683202,7755,4599887,9167110,293249
5,59428,668111,17616,3497144,9278629,302347
6,59719,668816,17587,3514697,9807938,314768
7,59430,668247,17610,3493671,9237019,311490
8,59319,1042011,8322,3508441,9332016,305181
9,65286,658705,6313,3510779,9068053,326334
10,61630,668604,18522,3515112,9204665,302742
11,82455,667184,18027,4000121,9049775,314901
12,60549,685841,18340,3496441,9129371,303113
13,82753,666785,17618,4083105,9005522,314509
14,59867,670223,17664,3494874,9159273,308613
15,60791,669855,17442,3540827,9622420,308978
16,61588,681522,8557,3526978,8991150,304144
17,60157,1048548,8993,3520248,9285574,317538
18,60874,656813,7460,3529253,9013159,313715
19,60152,664311,17087,3536377,9258702,307312
20,81318,667587,18618,3972481,8945536,301885
21,59345,665845,18692,3523256,9119545,304099
22,82962,665675,17837,4063368,8967758,304527
23,59575,683472,7796,3519925,9026006,297007
24,60336,669183,18076,3561020,9618835,302189
25,61618,665042,18784,3534833,8950886,305969
26,58568,1022425,8871,3669671,9291387,304339
27,60773,684215,7806,3532861,8959845,294183
28,59470,660450,7426,3571703,9190589,310060
29,81747,663598,21311,3980926,8901694,306513
30,61469,666088,16715,3530535,9025670,313973
31,82763,664606,16828,4053529,8938416,314950
32,59471,684983,8544,3511687,9020474,307706
33,61575,687507,18061,3705806,9571740,314762
