i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1749224,5547666,47796,29404038,25451072,803579
2,2612018,4622786,43778,28176556,23579377,798396
3,360360,4680232,59831,27043497,24033506,1454636
4,294695,5445804,59748,26611085,24262796,785230
5,334684,4610727,45177,28067691,23549918,786214
6,355224,4783477,62116,27084119,24309818,1474304
7,289033,5476248,55013,26635858,24251819,795456
8,329861,4577956,54507,28036157,23527139,779182
9,357966,4724635,63138,26864546,24180396,1457245
10,295389,5455981,56984,26549024,24261269,797783
11,334962,4592083,45309,27957386,23688584,779812
12,356981,4700114,62450,26995844,24008903,1441911
13,290560,5451824,46589,26607672,24251564,806793
14,330250,4611873,57824,27992114,23542441,765826
15,363292,4696484,62248,26917027,23999795,1455238
16,290224,5477879,56267,26647987,24253605,788362
17,332019,4605839,45184,28008031,23544608,800532
18,358812,4717964,61960,26895437,24020969,1460623
19,293983,5488381,56387,26587082,24261881,801206
20,334965,4585579,57242,28045078,23559342,786279
21,357719,4714709,61105,26939135,24627921,1454166
