i,sstep,lambdastep,gammastep,wstep,loss
1,456892150,185865884,4891127088,144516892,509919
2,415455190,2257688674,5272517961,170612520,541760
3,421804963,2402800126,5817057158,153098161,536877
4,479278948,2006903671,5699058611,143390092,502852
5,464050496,1941322108,5783362113,143386162,500396
6,454348970,1967800084,5291194003,143164619,491008
7,390480674,1878025420,5789862919,163481417,648293
8,428015251,1976988335,5699526673,141872767,524773
9,384173420,1973939230,5440600426,142300896,502894
10,414596099,2075019696,5780516294,156135860,1086327
11,385284788,1993995813,5731834450,142249653,532490
12,397606135,2517370889,5296669472,140733229,505212
13,415883910,3759178707,5617604426,154015392,523137
14,382075086,1697057220,5809597331,139360544,500732
