i,sstep,lambdastep,gammastep,wstep,loss
1,810709282,230146986,16190810560,290560422,946360
2,3939616138,9416597589,18579892780,273807631,969716
3,3998617754,2453816023,17363280632,287687366,968336
4,3968427644,2683031944,17164876647,287363278,1016882
5,4076281371,2666212590,17395031138,276959100,992707
6,4143448236,2884492961,17267512632,274765140,995258
7,4041270251,2677329912,17295964436,301454441,973923
8,4007456508,2885447098,17151921703,292175056,953524
9,4003344233,2892461335,17225853864,283189698,957162
10,4020493583,2674425485,17280770847,285289767,982821
11,3914739128,2887672928,17363896114,272695537,952646
12,4080688065,2892935314,17200488000,298481955,957767
