i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,106054,1468032,16480,10364089,25960550,433889
2,356565,1453529,13005,9958190,10932441,415880
3,146293,1430958,12789,8251162,11908303,398313
4,97924,1410176,12059,7604960,12558815,394569
5,97431,1411710,12312,7347243,12010409,403684
6,96495,1415818,12195,7598790,12591383,403820
7,144911,1426292,12965,8200110,10944194,396498
8,145953,1454596,20512,7894441,13403979,465375
9,100617,1432866,12325,8673069,15074700,389261
10,97054,1438857,12427,7894128,11991575,391479
11,97487,1442885,11963,7586510,12491281,392506
12,145792,1454485,12690,8308455,10904868,392398
13,151889,1459185,12686,7893424,11793003,386545
14,98389,1465214,12327,7575265,12460437,392195
15,98951,1448428,13023,7278101,11973788,395530
16,98210,1461705,12507,7584643,12455200,403357
17,145937,1444754,12777,8152666,10886407,397110
18,145050,1463889,12576,7925780,11875014,392572
19,99136,1466496,30702,7546079,12611568,379245
20,99769,1469820,12927,7269803,11959356,391765
21,98771,1458831,12779,7597596,12609144,392514
22,146294,1467512,12104,8097122,10871117,392648
23,150368,1475812,12393,7910657,11870609,384908
24,99635,1462155,12573,7573393,12452628,387850
25,98158,1464015,12802,7252006,11951226,399265
26,97495,1450316,13417,7565951,12462129,401322
27,147199,1483634,12983,8065346,11007491,1102364
28,98785,1488751,12675,7235343,11889829,390307
29,102312,1476928,12796,7561968,12432097,385776
30,98597,1480469,12696,7266847,11930826,388703
31,97345,1475083,12321,7616802,12440445,392265
