i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,242398,1655443,19553,58494390,11015184,449934
2,177050,2727824,15128,9372530,10867305,421391
3,99935,1458733,13272,8523002,12859666,415432
4,100626,1413966,12959,7624595,12078954,413932
5,98973,1404544,13340,7938028,12533510,426288
6,100073,1432152,13562,7573870,11837566,418936
7,150030,1440472,14319,8473339,10756579,421128
8,155375,2510477,14443,8376380,10788863,416931
9,105931,1471442,13280,7542359,11887488,404286
10,99716,1460821,12927,7842765,12440419,413992
11,100313,1501260,13525,7550357,11836118,407672
