i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,922488,3918761,43103,25180083,23133444,1936642
2,2290474,3853707,36775,31917532,22564847,769513
3,842010,3829153,36357,30546048,22155931,755187
4,393047,3843476,37204,28143839,22240786,764470
5,216625,3831489,35477,23158059,27467113,827708
6,215413,3836565,34764,18390698,31966470,757404
7,218570,3794111,35305,18430818,25221303,737459
8,215580,3807455,34914,18489872,25134972,747516
9,218259,7449156,35449,18251052,22052321,764113
10,215201,3780163,34175,18265532,21918365,833744
11,399090,3814920,37697,25915361,21974407,831127
12,385429,3817029,37276,28217405,21989250,752782
13,382132,3819425,37923,27522261,22022659,755721
