i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,512596,4391338,40866,33564290,34977230,796356
2,2338675,4389484,39548,24571926,26900324,782522
3,257589,4364009,38113,24440438,26436692,762520
4,257457,4350990,39205,27260760,26320501,771818
5,317749,4367975,39920,25259949,21853484,783385
6,320091,5976063,46204,27852140,22039562,1349287
7,318623,4363264,39062,35916536,21826224,761504
8,318663,4355349,42352,27508501,21981069,750265
9,325582,7254159,39423,28427268,22175216,764164
10,262378,8011509,39816,27122645,22755759,769887
11,254367,4389465,39190,26915821,26011154,776594
12,255155,4397082,39808,26982752,26084972,773900
13,259415,4370309,39154,27089988,26053992,768613
14,322007,4407649,40563,29914270,21914638,750818
15,322017,4373432,38854,27609559,22137226,768948
16,321788,4383236,39107,27716169,21968253,749598
17,326775,4377721,38327,27251725,21883347,755765
