i,sstep,lambdastep,gammastep,wstep,loss
1,715058719,223175390,15193914546,258953219,863975
2,3576816490,12854678540,16983274154,253912036,906893
3,3779369891,21213884961,16682002524,281294393,893826
4,3732646625,11547896532,16977094035,280032553,899723
5,3783928484,21384442082,16976227495,276421951,970826
6,3619363385,15330794390,16915040420,273750163,1466310
7,3671873009,16413947842,16997823622,264928039,894285
8,3698954867,22977780795,17004478370,254747204,918329
9,3709453297,15170833775,16928356048,275872945,915490
10,3634441834,21982402519,17000215265,254139115,890961
11,3693383756,14789041160,16860979833,266370277,903747
12,3878045521,22794674707,16943863833,255697811,879850
