i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,160326,56674333,32107,14713485,22781259,730944
2,1719519,2732351,28401,12917786,18931741,569858
3,269233,2493691,28350,24476462,14479277,563363
4,151460,2464689,28219,12335513,17527013,571227
5,151425,2565222,27830,12646819,14326789,555460
6,267486,2459196,28016,14852524,14401768,567100
7,151005,2468045,27945,15503001,18620742,554581
8,152515,2622473,27962,12534961,16957470,546196
9,152784,2461333,27427,12207815,14155336,566660
10,264499,2479509,28211,15605958,14309487,553035
11,155644,2474359,17931,12099985,17160980,560741
