i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,146714,2298889,33251,12669359,22956468,534552
2,726062,4980325,28746,11964737,14064553,526367
3,148740,4217163,28767,11509594,14097572,508659
4,143242,2250404,27287,11756857,14086669,2848038
5,143972,2239086,17574,11420415,14060901,523082
6,190924,2220319,27439,13382178,14072343,528006
7,189348,2220983,27456,13576236,14095078,523191
8,190337,2224666,27874,13442936,14095605,530950
9,193703,2212662,28321,13465279,14098422,526508
10,195463,2392261,29720,12843178,14042457,533190
11,194008,2222603,27371,13782891,14087882,523706
12,190801,2235347,27958,13006840,14036794,522346
13,194141,2238501,28057,13759508,14101665,515618
14,192768,2226902,27903,12801830,14015517,500344
15,143049,2201870,18739,11642833,16166872,508113
16,147233,2207508,28836,11326099,15507488,502664
17,142179,2197676,28414,11676292,16126626,501377
18,141794,2199441,28373,11312122,15500401,522809
19,143816,2214440,28694,11732478,16152009,499566
20,143657,2232089,27923,11312794,15507247,489584
21,141753,2212233,28597,11655433,16281299,513460
22,143341,2191729,29022,11337465,15518403,512661
23,143683,2213077,29137,12004302,16161086,503140
24,146932,2217618,28482,11415815,15585438,509336
25,144888,2226013,27885,11666246,16240378,503684
