i,sstep,lambdastep,gammastep,wstep,loss
1,825525625,221682252,13827488134,261752770,921681
2,3845446566,12920876739,17403412005,266135129,932033
3,3923007466,10484673997,13869981436,254038684,892193
4,3825540084,17808591557,16342721685,263401917,906051
5,3822839235,17547165503,16035850309,254510138,894767
6,3922114023,15362220444,14840117246,251429059,929736
7,3710624329,3852139417,15620228772,271380415,912532
8,3834189689,2870041938,15632104094,263645954,896706
9,3838061382,2887268356,15558922455,280778499,882726
10,3833897406,2877449007,15641937473,257134745,910031
11,3820219516,2885187079,15599395540,255437607,957249
12,3825140134,2878346638,15526974162,267417821,934901
13,3872426464,2881240534,15638985476,249481120,881900
14,3806756696,2889283536,15560212569,275594867,891180
15,3767054647,2870105779,15603833578,266462902,887655
