i,sstep,lambdastep,gammastep,wstep,loss
1,735177506,225551910,15518186387,255241382,844900
2,3770785470,13385626307,17549028570,243884771,1311275
3,3852737851,18012152600,17532107673,246173299,871635
4,3829131380,16783171428,16770348772,261394967,869773
5,3920528867,17775407925,17511556317,246187850,883874
6,3765109376,16092089998,16779970242,242835279,859820
7,4003786845,5415058581,15192673035,244982708,1415346
8,3770420871,9705989275,17505565137,263368514,873261
9,3925944481,14506628678,17401172661,246934214,857780
10,3929456635,19261805510,16821013813,249324786,891446
11,3877846086,18742214883,17769373134,243084018,855084
12,3167986961,19123970316,5797787040798,1402903995,1301266
