i,sstep,lambdastep,gammastep,wstep,loss
1,378417446,198020531,5517181273,158655555,602736
2,519636664,2423713469,5993403882,186660199,643878
3,552326161,3395134031,5973723151,187997906,634180
4,946005298,2636209395,6110868121,176692609,653513
5,548658867,1298623125,5686277489,159447926,634745
6,595409924,904411519,6189015383,179547725,627268
7,684295694,930926511,5796903967,187367750,632830
8,713476206,880485393,5834992877,153011972,643400
9,683022831,880940419,6189459685,151979351,618021
10,657213270,886394497,5833280071,157387420,609108
11,950622218,876029505,5815884056,175933100,643236
