i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,596906,2634705,32716,42347584,15891370,579025
2,2480706,3479009,18580,15057311,13315849,576051
3,159950,2559556,17534,13068659,14819256,555513
4,217691,2567018,16471,13826610,14435473,546688
5,219018,2590680,27911,14803288,14199284,524358
6,217727,3328904,17146,15266864,13265634,537211
7,160264,2554051,15826,13056213,15331563,547586
8,221025,2573783,16203,13807699,15017404,534857
9,221645,2598753,18689,13882400,14135665,528333
10,215812,3240743,18142,14244946,13205334,549682
11,161057,2569644,27238,12756166,14599756,550500
12,219507,2600966,16031,13733015,14306296,542973
13,319490,2615875,27105,14857638,14343097,526278
14,160527,3217912,17346,13081158,16075467,557290
15,165614,2590764,16533,13071987,15774559,571190
16,221514,2614367,17738,13985625,14989424,545043
17,216868,2624648,28235,13946482,14026015,541806
18,160289,3251803,16739,12735371,14889476,541073
19,160878,2617416,16960,12742885,14475986,552456
20,226227,2654410,19239,13684965,14279597,540360
21,223772,2615991,28131,15089520,13937827,557020
