i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2575171,4864149,74645,74285920,25000235,832106
2,2855650,4859279,60524,28192933,25306760,1601726
3,855152,4883290,57313,31133746,25182580,797690
4,326534,5613246,57703,25969263,25824159,808251
5,291001,4788542,47019,26724523,24739919,825696
6,329095,5469161,58666,26487654,25974003,820591
7,302349,4824464,58466,26833305,25363195,810842
8,332180,5436748,63060,28341471,23810265,792701
9,311673,4867691,59067,26614863,25042112,822700
10,328902,4861559,59492,27690945,24477738,780769
11,332769,4906788,60380,26017301,25804351,1598053
12,284617,4830294,57901,26959945,24632130,793033
13,328118,5577277,56386,26680537,25848281,807570
14,294740,4864517,55753,26884088,25320194,807858
15,333393,5459281,59632,25781358,26026774,804571
16,302463,4824950,59518,26762131,24935612,821119
17,330998,5417171,61419,28169174,23836817,796247
18,315641,4822898,61574,26140081,25624997,810149
19,327364,4861040,60611,27731465,24511285,770588
20,324514,5619998,57067,26771471,25680990,799257
21,285131,4863475,58783,27027758,25199503,806874
22,330896,5623117,59332,25929095,25887273,826924
23,293356,4848743,56387,26723595,24759629,797577
