i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,202340,1651451,19020,7540183,15465953,467274
2,378450,1512714,13693,7686044,13606078,395981
3,97029,1489686,13056,7153343,12552771,406645
4,94959,1484233,12891,7489743,13103978,397879
5,94661,1445318,12737,7294606,12416252,393131
6,93527,1454191,12831,7453803,12951080,401538
7,95713,1455886,13496,7371071,12304685,395921
8,95703,1460391,13046,7457666,12901483,399042
9,94368,1456149,12827,7101728,12271227,396820
10,99258,1446575,13163,7420750,12844308,390866
11,99659,1470022,13352,7086542,12219461,405104
12,95535,1473340,13275,7419902,12791881,392310
13,95149,1453255,13797,7193836,12187233,397238
14,94919,1451278,13632,7435494,12847990,405510
15,94732,1456862,13033,7091168,12186904,396619
16,173422,1457724,13105,9046055,10949953,401359
17,170966,1450725,12851,8127328,10954341,399540
18,171742,1465259,13363,8239431,10962383,410118
19,171707,1453297,13770,8077148,11023715,412437
20,171210,1459167,13278,8232337,10988248,401910
21,173903,1437302,13249,8066359,11043208,405390
22,175507,1455035,13249,8203538,10976970,1473128
23,95928,3205760,14497,7403691,11324493,392829
24,93806,2652580,13490,7039484,10988639,403529
25,94735,1437338,13389,7366312,12789046,404761
