i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,445410,2148061,29617,65314576,12633413,540072
2,260549,3900687,16505,12305822,12552185,490688
3,133755,1906178,14399,10331329,14011197,485859
4,132551,1899376,14111,10606210,14493848,496750
5,132417,1924975,14156,10302260,13909228,494329
6,226918,2995030,16804,11241103,12515822,478086
7,131691,1976655,14253,10610723,14439229,478262
8,137137,1959779,14743,10251045,13970083,486092
9,131988,1983591,14070,10585782,14420452,482680
10,222796,2013145,15346,11186495,12513633,1400252
