i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,412309397,373479421,547813853,306574947,1451132653,286096742
2,1052110,8715075,75000,37794790,31631408,729236
3,523215,7666986,58682,23874020,20820329,727132
4,526913,7328121,42676,24106448,19910364,724293
5,272842,6897684,39064,23386164,20778782,711712
6,527479,6355767,38752,24035647,21048155,728227
7,269172,5295921,37487,23224114,22924616,712637
8,267622,4629308,38239,24093658,23078623,700459
9,268678,4672997,38711,23173292,24703166,710711
10,269574,4634116,37280,23727767,24463975,709198
11,271449,4674609,38348,22898221,26271102,707259
12,273514,3942692,37984,23722629,25797317,700230
13,275691,4052080,38146,23308189,27530977,707348
14,287627,4125923,41608,24377452,25174324,712683
15,297141,4635265,48007,25365601,24328835,782073
16,300179,4071844,44206,24479701,23244336,687656
17,295843,4101857,44891,24970556,21732379,672498
18,298513,4026361,44695,23597873,21066290,653812
19,297392,4124567,45230,24637368,20279315,662989
20,307195,4480111,40330,23296630,19584411,660842
21,285618,5378210,40630,24745201,19536087,1474190
22,258200,6316619,38945,22629285,19911231,1526408
23,254090,7021196,38070,23711882,19783321,654555
24,270913,7458138,38017,23272088,20454870,663392
25,272965,7409195,37972,23990122,19748830,674859
