i,sstep,lambdastep,gammastep,wstep,loss
1,339762226,188485874,4296283242,152199689,538708
2,435148588,372725749625,10646848081,1074626185,562208
3,566151736,2660924460,4755212831,540725628,548499
4,398089194,1976379940,4449737285,160411228,525543
5,453381797,2014844959,8936549300,135947150,479328
6,422101418,1348229671,4456534420,160134117,537142
7,422435933,1068615849,4421520871,166281279,551252
8,474869887,1485923577,4807933918,150677249,541516
9,448634605,1131409468,4463246733,155275758,539141
10,436510673,1459326146,4474733210,132719201,497545
