i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,380411,2657307,35846,29797947,21952056,576779
2,538747,2605820,28740,14272968,15230269,538989
3,215777,2611961,29272,13955410,15783747,558055
4,201277,3147635,30832,13561951,16001823,535830
5,196044,2515098,29840,14704755,14736684,541664
6,206291,2563494,29734,14320420,15001295,550051
7,205221,2619571,29732,13278326,15268861,1143790
8,158670,3062295,28843,12629601,15502221,515181
9,197931,2583501,28462,13833072,14751386,522119
10,203191,2577406,28703,13496660,15056727,527603
11,204940,3179380,29599,13686282,15799771,541072
12,158450,3007428,29444,12922955,16075990,575806
13,205739,2575279,29332,14679924,14775180,545472
14,205605,2620558,30166,14273208,15081416,528058
15,204383,3241638,30013,13268146,15335444,537703
16,158237,2559762,28560,12629709,15999072,541614
17,200427,2584220,28503,13754877,14759316,541274
18,214068,2656286,30047,13765735,15738113,544385
19,205422,3229795,29857,13609331,15887382,559388
20,161572,2547801,28207,12927653,16534833,559485
21,203728,2569393,29544,14495644,14851259,531097
22,214925,2625553,30265,13410129,15248367,544758
23,202161,3245761,29697,13289407,15349235,544161
