i,sstep,lambdastep,gammastep,wstep,loss
1,200534198,178547711,3121455619,165217832,346476
2,260530311,373658520,3484780893,174091942,352492
3,179017667,441648546,3416428486,113617429,364898
4,171964954,439998504,3271317164,121596538,348300
5,399303931,371807655,3407625602,131579636,368797
6,384694313,403261159,3233307762,140434335,354520
7,204970768,368324492,3419462971,150496506,1018055
8,186021430,365241700,3176193586,163921199,350616
9,262813154,357701472,3377261646,168889052,350395
10,205427812,425926921,3444487235,169099914,385223
11,208111331,485401308,3375003711,107734414,353576
