i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1762884,4837408,63148,65996687,27910075,844708
2,4713437,5750535,57599,31108764,22929781,831836
3,855720,5489833,40724,26536088,22949896,815966
4,324456,4631452,38995,25645510,25335865,799562
5,341684,4642508,39055,25086107,24950502,795811
6,338602,4700317,39320,24805512,25317212,792137
7,354003,4755411,42081,24610034,25492374,797158
8,346575,5569339,41399,26807359,26599389,800101
9,309316,5545548,40777,26226257,22947180,802377
10,329068,4701273,40075,25938899,24789503,792517
11,338505,4704398,31569,25699186,24854774,819604
12,340365,4754617,40465,25410637,24882336,794588
13,351718,4757629,42772,24665900,25630418,788719
