i,sstep,lambdastep,gammastep,wstep,loss
1,535329757,196552328,5281576009,147785778,604000
2,578195297,2482741290,5867977001,166256981,580924
3,576384415,2245981853,5996199893,161757445,583991
4,521650573,1569810979,5850024070,150715293,563912
5,583986093,1647142411,5867917252,148279008,564171
6,565540979,1465756342,5928967185,146157766,556179
7,612951091,1769752214,5872396319,145221860,608880
8,527549417,1558711696,5827110011,146785266,560669
9,568420804,1648565970,5900933272,146553166,602341
10,546493900,1684629547,5769396805,144108426,552008
11,563531956,1591806104,5872555886,146035873,545998
12,503637321,1611626844,5880230170,144679532,555538
13,541570055,1709553487,5749610946,145098788,545757
14,586308674,1488172111,5727138062,147777417,544065
