i,sstep,lambdastep,gammastep,wstep,loss
1,579136016,204606097,9366475222,207953511,835579
2,2126181848,9815632119,10695587488,209209699,914252
3,2270531366,7193717682,10361572484,229591924,892902
4,2364301849,5238514986,10455391142,221881181,879485
5,2189251846,4864323405,11074503517,203629983,830242
6,2153735051,2881080157,10303888081,199277031,814234
7,2290990777,1613479801,10074889158,219005724,846659
8,2111974145,1961778357,10238594720,224548772,805807
9,2226855853,1862432849,10275929456,218143652,843221
10,2699358227,1841942621,10133322085,219029368,911270
11,2408668056,1856562936,10188641675,201715498,890934
12,2221273136,1855252197,10084719704,206222521,840278
13,2281637302,1851011572,10111904376,203924812,870150
14,2269836451,1861005481,10237346324,199234267,830505
15,2848818171,1841974844,10088313234,228482235,905971
