i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,97492,1093146,15787,12103372,63421756,441682
2,76401,1087923,11430,5608356,10138847,356034
3,75739,1060547,11276,5417209,14128994,353199
4,79660,1054857,10538,5401117,10110597,344039
5,77312,1052115,9093,5512101,12811136,350695
6,75830,1040249,9209,5190337,10052728,353633
7,75092,1034645,9441,5129372,11953178,338314
8,74569,1031784,8403,5211910,10054519,335513
9,76058,1025142,9037,5457491,12469990,346547
10,75254,1034689,8960,5110860,10035595,339632
11,73870,1025744,8714,5106030,11810264,351448
12,73682,1031063,8363,5217075,9998993,342497
13,142427,1019872,8896,7615606,10053390,351549
14,74042,1034394,9592,5114587,10103258,338052
15,142278,1032618,9039,6548079,9996845,349101
16,74610,3184046,9534,5423103,9948405,344426
17,76732,1033458,8655,5088616,9978720,337046
18,88866,1014149,8571,5218307,11543022,335259
19,75668,1034919,9685,5142519,9929930,337436
20,79457,1009105,9830,5401720,12216767,330697
21,80282,1038217,9409,5081738,9965916,351355
22,74432,1016911,8876,5105100,11608521,333294
23,75318,1038922,9262,5153248,9916870,348790
24,75726,1032223,8791,5383766,12178051,343092
25,75573,1035352,8734,5085991,9910121,335797
26,74554,1016001,9226,5134510,11577201,329762
27,74596,1028886,9550,5172152,9923736,336073
28,75648,1036790,8909,5403486,12215181,333829
29,74824,1025588,8598,5083712,9969688,347365
30,80265,1023590,9206,5137941,11626465,331328
31,74225,1009616,8977,5163620,9968107,346335
