i,sstep,lambdastep,gammastep,wstep,loss
1,2569204725,5385100614,12866964928,402465439,811361
2,2848830331,7064470991,14089278843,207223848,755383
3,2888792908,9064901624,13253092549,217006860,779458
4,2836539204,11460797320,14070823642,226565945,805987
5,2794571041,11576203072,13444517638,222310594,785504
6,2949153152,7422170699,12960811723,222501037,785258
7,2790138834,9170055800,12101302138,214629439,785200
8,2971158339,13453846641,13887090019,223016585,813586
9,2823113039,11637026469,13581514417,223277351,788054
10,2849083787,12530511003,12031552745,229372658,1426811
11,3114830206,7496936402,14001470911,223997184,805065
12,2884807598,5204410832,13951115315,231377709,800340
13,2939509040,7083753623,14000403014,223690753,828901
14,2952097134,9965993484,12671721717,230643790,777757
15,2844743602,6609421890,13693888484,223838963,768167
