i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,298469,2392763,32165,13898149,16969486,524519
2,788828,2325221,28112,13091827,15857255,501806
3,142123,3042600,28632,11332294,15703979,515754
4,142913,2264829,28154,11276406,15324202,500501
5,201034,2321296,28659,13016001,14927613,484900
6,144502,2292433,28150,11619965,16152931,497685
7,206900,2300090,29159,12344518,15817502,483581
8,188520,2948315,28723,12439353,14061467,484865
9,143158,2305071,29263,11477003,15450033,514849
10,195096,2319514,29020,12132550,15057088,481258
11,195578,2951582,30356,13638549,14056218,504831
12,142522,2259161,28074,11671159,15925927,486290
13,204494,2316950,29491,12241600,15102512,490743
14,142287,2310775,28777,11287146,15581959,1117758
15,143282,2288451,27997,11310917,15384231,479341
16,197237,2322416,28139,13338999,14758612,473311
17,143264,2318447,28926,11625847,16042502,500007
18,194668,2297802,29134,12309092,15736283,474592
19,192109,2930093,28976,12509263,14086419,481818
20,143322,2297726,29418,11294078,15296102,494374
21,195099,2304717,28261,12112273,15014663,473539
22,143339,2885193,30181,11666642,16157833,498480
23,144055,2264406,27988,11588825,15889078,494308
24,199481,2332843,28559,12250591,14906635,488652
25,144253,2319333,29431,11301272,15540554,497150
26,198329,2312604,29386,11935997,15101977,471422
27,190215,2314827,28657,13405261,14726006,479846
28,142297,2300241,28894,11978407,16043201,500903
29,195808,2310088,18548,12330039,15701165,501622
30,193326,2924922,28445,12630020,13997854,497033
31,141741,2258553,28441,11331070,15418538,492629
32,204981,2303880,30191,12183586,15004830,482424
33,145878,2315531,29711,11681398,16191848,1090035
34,143534,2306113,29137,11615394,15879962,489047
35,192018,2326005,28932,12317093,14823895,477623
36,144655,2324509,29706,11291859,15562118,505044
