i,sstep,lambdastep,gammastep,wstep,loss
1,319916846,160986800,967319036,6284622,94823
2,310491612,573656141,1061904925,6092718,95849
3,314548770,346817089,987769603,6235744,90683
4,309454087,379714320,969412114,31130426,91504
5,376326886,381093711,965304423,31186860,90883
6,328902189,383843034,953144226,6049855,87380
7,633814422,381594910,973887792,5894369,88363
8,308510055,403835964,973480734,5949561,90875
9,511703337,401511025,975219500,6053279,86971
10,323488089,405207288,987880520,6007457,102293
