i,sstep,lambdastep,gammastep,wstep,loss
1,561586,24572132,332464552,5290107,53581
2,1107418,99426368,337774926,628106653,57732
3,1057367,106032183,1098909209,681389580,48991
4,1061089,86597277,357415732,462892273,54387
5,789709,19668108698,345757678,947055387,70457
6,1568343,65966976,306497931,5251990,46294
7,793159,69834560,310751492,4880165,46495
8,796692,12128153,337347446,956212216,51106
9,869066,23848491705,327580554,1714489923,61841
10,1328453,73923255,308380039,4974193,64576
11,792224,68916232,315277977,4977347,58795
