i,sstep,lambdastep,gammastep,wstep,loss
1,223600288,162064598,958358787,5947383,90578
2,702904957,652938554,1022340345,5470284,84284
3,273021190,783189808,1078567963,5806761,90956
4,465237563,413789818,1001950380,5856800,89573
5,239923405,421251182,978639640,31046317,89074
6,232822865,413999428,983764127,5782936,82453
7,308972109,438716701,992282138,5797940,83145
8,295833712,439203956,992321516,5894884,91774
9,439029613,413418429,1002174581,6146619,88900
10,269199378,415696203,964614379,5763450,90697
11,276250032,436252868,972931304,5835073,83243
12,337097829,438863508,989641387,5896345,86776
13,531743130,415076954,1001131827,5956423,89719
