i,sstep,lambdastep,gammastep,wstep,loss
1,23591651,150579381,552703110,6053025,67784
2,241388600,485839607,582716907,5774296,75004
3,195159295,449582290,567688489,5789556,71923
4,193254691,208419057,555183076,6076101,72873
5,184700491,277680335,565213446,5812666,76213
6,234965058,249699563,586450035,5912038,86064
7,211516540,270803881,555720416,6070569,73754
8,421157407,195050081,548099664,5735174,74508
9,193646218,2347053784,1565690654,406150088,91925
10,214458904,623492083,541554987,303750689,72266
11,437101998,223980412,543046378,397138063,77278
