i,sstep,lambdastep,gammastep,wstep,loss
1,171164209,156770456,491635927,5191666,78206
2,26455229,235730391,511211143,5468744,62917
3,609755346,241497743,529525183,5373183,71423
4,253103825,237607172,524325778,5230315,69564
5,257378045,240053220,524395688,5928497,61172
6,287127656,264144271,527572732,5756473,77577
7,273833053,239212625,525732902,5713805,71256
8,431921697,237425917,525684319,5524234,61428
9,258489078,265609479,529601599,5756766,72534
10,265830001,236346831,520114199,5735513,66977
11,539296500,239513907,517936980,5632947,62961
12,209267591,260591735,522434473,5754251,68549
13,260542049,238433055,523882530,5638569,72314
14,212558131,235644464,527003783,5573198,67181
15,268934030,264908585,529771175,5719826,65867
