i,sstep,lambdastep,gammastep,wstep,loss
1,267467685,164518558,779280480,5671532,83644
2,364234746,712898543,864036796,6597303,118256
3,278566023,521735701,905655995,6374359,92127
4,293882804,355723607,832322091,6008378,85396
5,268731733,339310865,842392783,5876876,87287
6,287138711,360262018,851011354,6005642,89236
7,545007794,346322511,825795099,6299107,85922
8,329729481,364749202,823543742,26866076,85624
9,313434518,347932947,838019503,5946285,88267
10,520770297,359115890,829214130,26084360,87027
