i,sstep,lambdastep,gammastep,wstep,loss
1,1738792678,5355675784,1315757739,134109432,104542
2,233864401,631861085,984647487,30282509,95185
3,335303563,345719162,911884123,6491808,89500
4,364639537,352177740,912279008,6831140,89326
5,322745064,381110822,898481218,6930139,89698
6,324033520,358457660,913135182,6709068,127369
7,288915750,378272418,891408245,6492704,84630
8,341382550,382536889,901223176,6342770,90025
9,575090301,362961007,898411695,6720966,94770
10,712501613,351647468,900612943,6693024,90055
11,281739450,371167590,882967119,6425334,81035
12,766048881,359763231,923166715,7362021,96936
