i,sstep,lambdastep,gammastep,wstep,loss
1,241810033,162847777,600947929,5538590,70042
2,215755939,361918405,620563494,5367177,80801
3,194525884,345802815,677482616,5436412,79136
4,222476571,233790741,602187271,30615212,76068
5,217897209,251492305,603263793,5267330,85172
6,203776559,275343572,606937417,5425330,70868
7,201584304,253086596,625743051,5794261,73630
8,235108671,254548316,609755132,29243971,77017
9,233647873,254187633,602767572,5574599,73042
10,423215226,275013750,613912153,5723526,85879
11,30545395,247680102,632264089,5758378,85822
