i,sstep,lambdastep,gammastep,wstep,loss
1,186381880,156510716,515290361,5791623,89064
2,260745837,508149483,507655777,191361285,85012
3,278282208,526054216,506442661,24886186,81776
4,261624685,461615074,489341491,5715232,81499
5,257566201,232981187,522514592,6146176,76215
6,530306500,333632840,546455944,5809186,70649
7,473399697,354277088,515205033,6019931,94100
8,272101353,186214342,517221794,5782909,75711
9,280194295,167672794,536693351,6233225,76805
10,237771981,171550705,515111929,27055587,88306
11,291082437,174381154,516852014,6087536,78454
12,283550716,186871178,520928891,6233895,79489
13,281281229,174111850,537193266,6182548,70232
